timestamp,rapl_power_draw_absolute,rapl_estimated_attributable_power_draw,nvidia_draw_absolute,nvidia_estimated_attributable_power_draw,cpu_time_seconds,average_gpu_estimated_utilization_absolute,average_gpu_estimated_utilization_relative,average_relative_cpu_utilization,absolute_cpu_utilization,per_gpu_performance_state,relative_mem_usage,absolute_mem_usage,absolute_mem_percent_usage,hz_actual,realtime_carbon_intensity
1571265363.188433,68.72586964140054,45.37475955665787,61.62,61.62,5.51,0.02,1.0,0.6655518385859075,1.9873693710852287,0::P0,0.6438303351606346,3247906816,0.04912675035973559,3.2003 GHz,293.456175996637
1571265374.684641,76.93887987714066,39.12656398046665,61.42,0.0,20.84,0.0,0.0,0.4975124392493881,0.998734487035551,0::P0,0.5571955161809324,2338652160,0.03520754725104522,3.0701 GHz,293.456175996637
1571265387.344257,71.1935237126464,36.34122998559354,117.42,117.42,33.550000000000004,0.77,1.0,0.49751243832730935,0.9987550807976363,0::P0,0.5607438644826125,2354802688,0.03544607228524356,2.9653 GHz,293.456175996637
1571265399.828395,73.58101924775349,38.09284591275018,109.87,109.87,46.12,0.885,1.0,0.5050000009406366,1.00876399516378,0::P0,0.5607784534536695,2354900992,0.03544752763056471,3.2003 GHz,293.456175996637
1571265411.869672,69.71678368286754,35.482883235218466,113.72,113.72,58.22,0.88,1.0,0.49253731211831914,0.9887773636815574,0::P0,0.5605966812786561,2354900992,0.03544752763056471,3.1908 GHz,293.456175996637
1571265423.314568,69.35833384092913,36.098469346595074,112.96,112.96,69.75000000000001,0.88,1.0,0.507537689810374,1.0087313346575952,0::P0,0.5606171113240171,2354900992,0.03544752763056471,3.1679 GHz,293.456175996637
1571265434.748436,69.28043100986358,35.264506127240864,114.4,114.4,81.23,0.88,1.0,0.49253731440046444,0.9887520459083228,0::P0,0.560667117454106,2354900992,0.03544752763056471,3.1402 GHz,293.456175996637
1571265447.48497,75.5966561328361,38.6741212201292,112.04,112.04,94.05,0.8825,1.0,0.4975124364831519,0.9987460658127874,0::P0,0.5607050312718965,2354900992,0.03544752763056471,3.1700 GHz,293.456175996637
1571265458.980609,69.28543283990447,35.92424952709279,109.83,109.83,105.63000000000001,0.8925,1.0,0.5050000000000017,1.0087298484334382,0::P0,0.5606405001776689,2354900992,0.03544752763056471,2.9902 GHz,293.456175996637
1571265470.407689,69.28906583108412,35.92761421472831,114.0,114.0,117.12,0.8833333333333333,1.0,0.5049999990593641,1.008730501470784,0::P0,0.5606646975972654,2354900992,0.03544752763056471,3.1334 GHz,293.456175996637
