timestamp,rapl_power_draw_absolute,rapl_estimated_attributable_power_draw,nvidia_draw_absolute,nvidia_estimated_attributable_power_draw,cpu_time_seconds,average_gpu_estimated_utilization_absolute,average_gpu_estimated_utilization_relative,average_relative_cpu_utilization,absolute_cpu_utilization,per_gpu_performance_state,relative_mem_usage,absolute_mem_usage,absolute_mem_percent_usage,hz_actual,realtime_carbon_intensity
1571281720.529994,77.64922729572969,52.429106123950405,19.79,0,11.49,nan,nan,0.7865404835658001,7.469657893806218,,0.27743348172917204,2761482240,0.04191985000968563,2.8449 GHz,362.46496684667443
1571281732.537667,80.79459548781944,25.258802792730833,61.05,0.0,71.45000000000002,0.0,0.0,0.3236245952897813,0.9987778791050349,0::P0,0.2731638276256885,2657480704,0.03992232791701305,2.9906 GHz,362.46496684667443
1571281745.213596,80.85324075830708,25.477389957837033,102.56,102.56,84.17,0.19666666666666668,1.0,0.3225806448124078,0.9987578009321979,0::P0,0.28601459747603136,2781544448,0.04175813992071945,2.9774 GHz,362.46496684667443
1571281756.729584,78.07946390012907,24.585658580981885,105.88,105.88,95.77000000000001,0.84,1.0,0.32258064520005675,0.9997122706088665,0::P0,0.28702047553303683,2791833600,0.0419101325476975,2.9996 GHz,362.46496684667443
1571281768.281182,78.05139522727578,24.384835830650605,100.04,100.04,107.4,0.84,1.0,0.3194888181879686,0.9987447800944853,0::P0,0.2870006903675558,2791833600,0.0419101325476975,2.9421 GHz,362.46496684667443
1571281779.714873,78.25758410123352,24.513571804769125,103.36,103.36,118.91,0.84,1.0,0.3205128205970119,0.9987641665509002,0::P0,0.2869747711612283,2791833600,0.0419101325476975,2.9938 GHz,362.46496684667443
1571281791.192137,78.30318213884345,24.527282321017438,104.02,104.02,130.45000000000002,0.84,1.0,0.32051282078835974,0.9987496591528644,0::P0,0.28692413794534993,2791833600,0.0419101325476975,2.7613 GHz,362.46496684667443
1571281802.871476,78.3639845289513,25.195804416285945,104.93,104.93,142.20999999999998,0.84,1.0,0.3311258272509008,0.9987517995621426,0::P0,0.28685066221963423,2791833600,0.0419101325476975,2.9735 GHz,362.46496684667443
1571281816.307863,79.39863673399287,24.75030521019218,101.9,101.9,155.71,0.84,1.0,0.3184713373302464,0.9987349069287468,0::P0,0.2868791191777376,2791833600,0.0419101325476975,2.9883 GHz,362.46496684667443
1571281828.85901,78.04188334511585,24.505948542829586,103.99,103.99,168.35000000000002,0.845,1.0,0.32154340822917366,0.9987616433333113,0::P0,0.28688584727542615,2791833600,0.0419101325476975,2.9793 GHz,362.46496684667443
1571281840.578265,78.07886374064304,24.843872180821915,106.05,106.05,180.14000000000001,0.84,1.0,0.32686084143971234,1.008774407036082,0::P0,0.28688947938852777,2791833600,0.0419101325476975,2.7258 GHz,362.46496684667443
1571281852.228876,78.48302622303257,24.52176014318461,106.26,106.26,191.88000000000002,0.84,1.0,0.3194888176175947,0.9987866865538441,0::P0,0.2868870976646378,2791833600,0.0419101325476975,2.9778 GHz,362.46496684667443
1571281865.027153,78.07461364685912,24.649214830784537,106.36,106.36,204.75,0.845,1.0,0.3237179486097258,1.0087173920955415,0::P0,0.28688787172056435,2791833600,0.0419101325476975,2.9431 GHz,362.46496684667443
1571281876.701156,78.1219345491291,25.051043100862227,103.04,103.04,216.50000000000003,0.84,1.0,0.3300653594208678,1.0087614879389664,0::P0,0.28689114661878073,2791833600,0.0419101325476975,2.9881 GHz,362.46496684667443
1571281889.142385,78.17923968754337,24.74041683069599,105.95,105.95,229.01000000000002,0.84,1.0,0.3246753244711286,0.9987515617384529,0::P0,0.2868820961731876,2791833600,0.0419101325476975,2.9413 GHz,362.46496684667443
1571281901.907129,78.6481068475218,24.520490089009012,104.46,104.46,241.85,0.845,1.0,0.31861198720197964,1.008751380346184,0::P0,0.286891384796113,2791833600,0.0419101325476975,2.8946 GHz,362.46496684667443
1571281913.413649,78.09292125749565,24.200524420580674,103.32,103.32,253.41000000000003,0.84,1.0,0.316293929629643,0.9887679898474412,0::P0,0.2868825129574811,2791833600,0.0419101325476975,2.9820 GHz,362.46496684667443
1571281925.100088,78.13430533976123,24.725656317892046,106.83,106.83,265.18,0.84,1.0,0.32467532486381856,0.9987722602568309,0::P0,0.28682209187524926,2791833600,0.0419101325476975,2.9034 GHz,362.46496684667443
1571281937.541981,78.12936858691441,24.794555526472223,103.26,103.26,277.71,0.84,1.0,0.325806450869004,1.008760650949017,0::P0,0.2868512574956669,2791833600,0.0419101325476975,2.9786 GHz,362.46496684667443
1571281950.186615,78.20004812929807,24.94832835737531,103.61,103.61,290.42999999999995,0.835,1.0,0.3279220779141413,1.008756571112116,0::P0,0.2868609608433616,2791833600,0.0419101325476975,2.9616 GHz,362.2706225347282
1571281962.887208,78.75421921337207,24.117684776630774,104.08,104.08,303.21,0.84,1.0,0.31156578935229373,0.9987839831708777,0::P0,0.2868270912746748,2791833600,0.0419101325476975,2.9827 GHz,362.2706225347282
1571281974.380725,78.47309264016096,24.087123175894128,102.56,102.56,314.77000000000004,0.845,1.0,0.3125000004365541,0.9987694991660916,0::P0,0.2868277459708386,2791833600,0.0419101325476975,2.9506 GHz,362.2706225347282
